,TIC,sec,ec_long,ec_lat,num_s
419,60595351,82,335.9051984071854,23.011805729021166,2
420,60658382,8,142.89534514540517,-22.155377437770756,5
421,60658382,35,142.89534514540517,-22.155377437770756,5
422,60658382,61,142.89534514540517,-22.155377437770756,5
423,60658382,99,142.89534514540517,-22.155377437770756,5
424,60658382,113,142.89534514540517,-22.155377437770756,5
425,80378063,10,195.9420039513559,-51.826928912837495,10
426,80378063,36,195.9420039513559,-51.826928912837495,10
427,80378063,37,195.9420039513559,-51.826928912837495,10
428,80378063,63,195.9420039513559,-51.826928912837495,10
429,80378063,64,195.9420039513559,-51.826928912837495,10
430,80378063,90,195.9420039513559,-51.826928912837495,10
431,80378063,100,195.9420039513559,-51.826928912837495,10
432,80378063,111,195.9420039513559,-51.826928912837495,10
433,80378063,112,195.9420039513559,-51.826928912837495,10
434,80378063,113,195.9420039513559,-51.826928912837495,10
435,80430415,2,349.1471986424727,-42.75904091576949,7
436,80430415,29,349.1471986424727,-42.75904091576949,7
437,80430415,69,349.1471986424727,-42.75904091576949,7
438,80430415,103,349.1471986424727,-42.75904091576949,7
439,80430415,104,349.1471986424727,-42.75904091576949,7
440,80430415,105,349.1471986424727,-42.75904091576949,7
441,80430415,106,349.1471986424727,-42.75904091576949,7
442,80431620,2,345.5283366801186,-46.90746208508287,7
443,80431620,29,345.5283366801186,-46.90746208508287,7
444,80431620,96,345.5283366801186,-46.90746208508287,7
445,80431620,103,345.5283366801186,-46.90746208508287,7
446,80431620,104,345.5283366801186,-46.90746208508287,7
447,80431620,105,345.5283366801186,-46.90746208508287,7
448,80431620,106,345.5283366801186,-46.90746208508287,7
449,80427243,2,348.19066089704666,-42.84669208886666,7
450,80427243,29,348.19066089704666,-42.84669208886666,7
451,80427243,69,348.19066089704666,-42.84669208886666,7
452,80427243,103,348.19066089704666,-42.84669208886666,7
453,80427243,104,348.19066089704666,-42.84669208886666,7
454,80427243,105,348.19066089704666,-42.84669208886666,7
455,80427243,106,348.19066089704666,-42.84669208886666,7
456,80384789,10,193.02233309738074,-49.397280522914606,12
457,80384789,36,193.02233309738074,-49.397280522914606,12
458,80384789,37,193.02233309738074,-49.397280522914606,12
459,80384789,63,193.02233309738074,-49.397280522914606,12
460,80384789,64,193.02233309738074,-49.397280522914606,12
461,80384789,90,193.02233309738074,-49.397280522914606,12
462,80384789,99,193.02233309738074,-49.397280522914606,12
463,80384789,100,193.02233309738074,-49.397280522914606,12
464,80384789,111,193.02233309738074,-49.397280522914606,12
465,80384789,112,193.02233309738074,-49.397280522914606,12
466,80384789,113,193.02233309738074,-49.397280522914606,12
467,80384789,114,193.02233309738074,-49.397280522914606,12
468,80474886,2,349.7044504750607,-43.86551476422638,7
469,80474886,29,349.7044504750607,-43.86551476422638,7
470,80474886,69,349.7044504750607,-43.86551476422638,7
471,80474886,96,349.7044504750607,-43.86551476422638,7
472,80474886,104,349.7044504750607,-43.86551476422638,7
473,80474886,105,349.7044504750607,-43.86551476422638,7
474,80474886,106,349.7044504750607,-43.86551476422638,7
475,80474910,17,19.48023899582076,18.486048734876157,3
476,80474910,57,19.48023899582076,18.486048734876157,3
477,80474910,84,19.48023899582076,18.486048734876157,3
478,80512849,17,25.37234641197428,19.4027705544278,1
479,1399933,8,148.24309172296432,-29.476624401696856,7
480,1399933,35,148.24309172296432,-29.476624401696856,7
481,1399933,62,148.24309172296432,-29.476624401696856,7
482,1399933,89,148.24309172296432,-29.476624401696856,7
483,1399933,99,148.24309172296432,-29.476624401696856,7
484,1399933,112,148.24309172296432,-29.476624401696856,7
485,1399933,113,148.24309172296432,-29.476624401696856,7
486,1521462,8,157.9382399189389,-27.06215704570674,6
487,1521462,35,157.9382399189389,-27.06215704570674,6
488,1521462,62,157.9382399189389,-27.06215704570674,6
489,1521462,99,157.9382399189389,-27.06215704570674,6
490,1521462,100,157.9382399189389,-27.06215704570674,6
491,1521462,113,157.9382399189389,-27.06215704570674,6
492,21113446,37,209.55162818013838,-41.37923531156387,8
493,21113446,64,209.55162818013838,-41.37923531156387,8
494,21113446,99,209.55162818013838,-41.37923531156387,8
495,21113446,100,209.55162818013838,-41.37923531156387,8
496,21113446,101,209.55162818013838,-41.37923531156387,8
497,21113446,112,209.55162818013838,-41.37923531156387,8
498,21113446,113,209.55162818013838,-41.37923531156387,8
499,21113446,114,209.55162818013838,-41.37923531156387,8
500,21178283,18,42.840530320156624,10.893637108106288,8
501,21178283,42,42.840530320156624,10.893637108106288,8
502,21178283,43,42.840530320156624,10.893637108106288,8
503,21178283,44,42.840530320156624,10.893637108106288,8
504,21178283,58,42.840530320156624,10.893637108106288,8
505,21178283,70,42.840530320156624,10.893637108106288,8
506,21178283,71,42.840530320156624,10.893637108106288,8
507,21178283,85,42.840530320156624,10.893637108106288,8
508,21162252,14,285.29844240308654,76.42386048285967,35
509,21162252,15,285.29844240308654,76.42386048285967,35
510,21162252,18,285.29844240308654,76.42386048285967,35
511,21162252,21,285.29844240308654,76.42386048285967,35
512,21162252,22,285.29844240308654,76.42386048285967,35
513,21162252,25,285.29844240308654,76.42386048285967,35
514,21162252,26,285.29844240308654,76.42386048285967,35
515,21162252,40,285.29844240308654,76.42386048285967,35
516,21162252,41,285.29844240308654,76.42386048285967,35
517,21162252,48,285.29844240308654,76.42386048285967,35
518,21162252,51,285.29844240308654,76.42386048285967,35
519,21162252,52,285.29844240308654,76.42386048285967,35
